id ; popSize ; tournament ; mutation ; crossover ; preserveCommonLink ; swapMutation ; numOfCycles ; duration ; best ; av ; worst ; bestFitness ; bestResult
501 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 120 ; 36427 ; 494.32307373757766 ; 593.3437497847578 ; 898.2645500807869 ; 494.32307373757766 ; 1.2188277026550314 ; [Berlin, Budapest, Moskau, Saransk, Nowgorod, Kasan, Samara, Jekaterinenburg, Wolgograd, Rostow, Sotschi, StPetersburg, Vilnius, Kaliningrad, Warschau, Mins, Riga, Kiew, Kischinau, Wien, Prag, Berlin]
502 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 230 ; 36033 ; 424.76596980152397 ; 529.1131287840169 ; 907.8884984451929 ; 424.76596980152397 ; 1.1637539465992413 ; [Berlin, Kischinau, Vilnius, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Samara, Jekaterinenburg, Wolgograd, Rostow, Sotschi, Kiew, Mins, Kaliningrad, Warschau, Budapest, Wien, Prag, Berlin]
503 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 340 ; 35899 ; 411.53322615311095 ; 534.7362652252505 ; 940.1957364848801 ; 411.53322615311095 ; 1.0321547394170545 ; [Berlin, Warschau, Kaliningrad, Mins, Kiew, Jekaterinenburg, Rostow, Wolgograd, Samara, Kasan, Nowgorod, Saransk, StPetersburg, Riga, Vilnius, Kischinau, Budapest, Wien, Prag, Moskau, Sotschi, Berlin]
504 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 450 ; 36094 ; 411.53322615311095 ; 518.971619318028 ; 814.6540543787848 ; 411.53322615311095 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Mins, Kiew, Jekaterinenburg, Rostow, Wolgograd, Samara, Kasan, Nowgorod, Saransk, StPetersburg, Riga, Vilnius, Kischinau, Budapest, Wien, Prag, Moskau, Sotschi, Berlin]
505 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 560 ; 35782 ; 411.53322615311095 ; 539.8028097202039 ; 877.7964793580679 ; 411.53322615311095 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Mins, Kiew, Jekaterinenburg, Rostow, Wolgograd, Samara, Kasan, Nowgorod, Saransk, StPetersburg, Riga, Vilnius, Kischinau, Budapest, Wien, Prag, Moskau, Sotschi, Berlin]
506 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 670 ; 37442 ; 411.53322615311095 ; 513.8430655453259 ; 785.1086246228837 ; 411.53322615311095 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Mins, Kiew, Jekaterinenburg, Rostow, Wolgograd, Samara, Kasan, Nowgorod, Saransk, StPetersburg, Riga, Vilnius, Kischinau, Budapest, Wien, Prag, Moskau, Sotschi, Berlin]
507 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 780 ; 40396 ; 411.53322615311095 ; 519.0118206801251 ; 1001.1691410405027 ; 410.5170642495053 ; 1.0024753219588163 ; [Berlin, Prag, Wien, Budapest, Kischinau, Vilnius, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Samara, Jekaterinenburg, Wolgograd, Rostow, Sotschi, Kiew, Mins, Riga, Kaliningrad, Warschau, Berlin]
508 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 890 ; 36599 ; 411.53322615311095 ; 512.2431481708743 ; 714.3791150581329 ; 410.5170642495053 ; 1.0 ; [Berlin, Prag, Wien, Budapest, Kischinau, Vilnius, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Samara, Jekaterinenburg, Wolgograd, Rostow, Sotschi, Kiew, Mins, Riga, Kaliningrad, Warschau, Berlin]
509 ; 350 ; 10 ; 16.0 ; 100 ; true ; false ; 1000 ; 36378 ; 411.53322615311095 ; 521.5785977968687 ; 865.9391906570407 ; 410.5170642495053 ; 1.0 ; [Berlin, Prag, Wien, Budapest, Kischinau, Vilnius, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Samara, Jekaterinenburg, Wolgograd, Rostow, Sotschi, Kiew, Mins, Riga, Kaliningrad, Warschau, Berlin]
510 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 10 ; 82 ; 706.5398403152144 ; 1038.7721520454893 ; 1378.9608381042121 ; 706.5398403152144 ; 1.4153483539638214 ; [Berlin, Kiew, Kischinau, Mins, StPetersburg, Prag, Wien, Sotschi, Jekaterinenburg, Samara, Wolgograd, Kasan, Nowgorod, Vilnius, Rostow, Saransk, Moskau, Warschau, Budapest, Riga, Kaliningrad, Berlin]
511 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 120 ; 833 ; 764.9744469979988 ; 1054.9936674495812 ; 1414.425151657117 ; 706.5398403152144 ; 1.0 ; [Berlin, Kiew, Kischinau, Mins, StPetersburg, Prag, Wien, Sotschi, Jekaterinenburg, Samara, Wolgograd, Kasan, Nowgorod, Vilnius, Rostow, Saransk, Moskau, Warschau, Budapest, Riga, Kaliningrad, Berlin]
512 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 230 ; 813 ; 730.3373329286619 ; 1063.2971918742026 ; 1348.340267187894 ; 706.5398403152144 ; 1.0 ; [Berlin, Kiew, Kischinau, Mins, StPetersburg, Prag, Wien, Sotschi, Jekaterinenburg, Samara, Wolgograd, Kasan, Nowgorod, Vilnius, Rostow, Saransk, Moskau, Warschau, Budapest, Riga, Kaliningrad, Berlin]
513 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 340 ; 848 ; 726.6913951661054 ; 1075.2568518039266 ; 1387.1425348570742 ; 706.5398403152144 ; 1.0 ; [Berlin, Kiew, Kischinau, Mins, StPetersburg, Prag, Wien, Sotschi, Jekaterinenburg, Samara, Wolgograd, Kasan, Nowgorod, Vilnius, Rostow, Saransk, Moskau, Warschau, Budapest, Riga, Kaliningrad, Berlin]
514 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 450 ; 813 ; 672.2613354322934 ; 1058.0500125186404 ; 1387.1425348570742 ; 672.2613354322934 ; 1.0509898503397914 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
515 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 560 ; 904 ; 754.5827237293291 ; 1094.2058315860684 ; 1387.1425348570742 ; 672.2613354322934 ; 1.0 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
516 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 670 ; 903 ; 680.9680164941897 ; 1085.003664235149 ; 1388.7968769708657 ; 672.2613354322934 ; 1.0 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
517 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 780 ; 958 ; 680.9680164941897 ; 1091.420697248291 ; 1390.4230983570703 ; 672.2613354322934 ; 1.0 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
518 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 890 ; 956 ; 729.0808020732868 ; 1085.5654416792372 ; 1355.6197962421752 ; 672.2613354322934 ; 1.0 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
519 ; 350 ; 10 ; 30.0 ; 1 ; true ; false ; 1000 ; 875 ; 794.8476392874156 ; 1077.7971229734942 ; 1355.6197962421752 ; 672.2613354322934 ; 1.0 ; [Berlin, Vilnius, Kasan, Samara, Jekaterinenburg, Saransk, Wolgograd, Nowgorod, StPetersburg, Riga, Warschau, Prag, Moskau, Sotschi, Rostow, Budapest, Kaliningrad, Kischinau, Kiew, Mins, Wien, Berlin]
520 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 10 ; 1736 ; 590.1333235584816 ; 726.2082554890295 ; 1048.13337673372 ; 590.1333235584816 ; 1.6945323371505914 ; [Berlin, Prag, Wien, Kischinau, Mins, Kaliningrad, Kiew, Nowgorod, Saransk, Kasan, Sotschi, Moskau, Samara, Wolgograd, Rostow, StPetersburg, Vilnius, Warschau, Budapest, Riga, Jekaterinenburg, Berlin]
521 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 120 ; 19514 ; 462.4335272403182 ; 628.4564291684638 ; 1057.8889709366529 ; 462.4335272403182 ; 1.2761473569622908 ; [Berlin, Kaliningrad, Warschau, Moskau, StPetersburg, Riga, Vilnius, Mins, Kiew, Nowgorod, Kasan, Jekaterinenburg, Saransk, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Budapest, Wien, Prag, Berlin]
522 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 230 ; 19437 ; 397.31820686039237 ; 541.707266380326 ; 960.7536640545696 ; 397.31820686039237 ; 1.163887079060552 ; [Berlin, Kaliningrad, Riga, Vilnius, StPetersburg, Moskau, Nowgorod, Kasan, Jekaterinenburg, Saransk, Kiew, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Warschau, Budapest, Prag, Wien, Samara, Berlin]
523 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 340 ; 19328 ; 397.31820686039237 ; 592.6623672937086 ; 1018.0389580678677 ; 397.31820686039237 ; 1.0 ; [Berlin, Kaliningrad, Riga, Vilnius, StPetersburg, Moskau, Nowgorod, Kasan, Jekaterinenburg, Saransk, Kiew, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Warschau, Budapest, Prag, Wien, Samara, Berlin]
524 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 450 ; 19412 ; 397.31820686039237 ; 586.9502028094082 ; 993.133942644295 ; 397.31820686039237 ; 1.0 ; [Berlin, Kaliningrad, Riga, Vilnius, StPetersburg, Moskau, Nowgorod, Kasan, Jekaterinenburg, Saransk, Kiew, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Warschau, Budapest, Prag, Wien, Samara, Berlin]
525 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 560 ; 19542 ; 397.31820686039237 ; 567.0697894506329 ; 1038.0433763819476 ; 397.31820686039237 ; 1.0 ; [Berlin, Kaliningrad, Riga, Vilnius, StPetersburg, Moskau, Nowgorod, Kasan, Jekaterinenburg, Saransk, Kiew, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Warschau, Budapest, Prag, Wien, Samara, Berlin]
526 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 670 ; 20558 ; 373.6970276058807 ; 544.2903779267201 ; 918.682544086012 ; 373.69702760588063 ; 1.0632094384208584 ; [Berlin, Kaliningrad, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
527 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 780 ; 19166 ; 373.69702760588063 ; 541.0398158712321 ; 934.615703029711 ; 373.69702760588063 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
528 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 890 ; 20318 ; 373.69702760588063 ; 564.4302023476627 ; 1005.1916790282975 ; 373.69702760588063 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
529 ; 350 ; 10 ; 30.0 ; 51 ; true ; false ; 1000 ; 19360 ; 373.69702760588063 ; 572.5051491703665 ; 1041.5853059764145 ; 373.69702760588063 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Kasan, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
530 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 10 ; 3404 ; 667.3025366205499 ; 772.7740418148238 ; 1018.4254510187362 ; 667.3025366205499 ; 1.498570655919195 ; [Berlin, Kischinau, Mins, Moskau, Rostow, Wolgograd, Saransk, Kasan, Nowgorod, Riga, Vilnius, Warschau, Kaliningrad, Kiew, Jekaterinenburg, Sotschi, Samara, StPetersburg, Budapest, Wien, Prag, Berlin]
531 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 120 ; 44841 ; 535.1628236092787 ; 650.1262721519655 ; 1024.0353268353563 ; 535.1628236092787 ; 1.2469149708869653 ; [Berlin, Warschau, Kaliningrad, Riga, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kiew, Kischinau, Mins, StPetersburg, Nowgorod, Jekaterinenburg, Kasan, Moskau, Vilnius, Budapest, Wien, Prag, Berlin]
532 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 230 ; 39279 ; 535.1628236092787 ; 653.4366761635819 ; 1012.8484104323222 ; 535.1628236092787 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kiew, Kischinau, Mins, StPetersburg, Nowgorod, Jekaterinenburg, Kasan, Moskau, Vilnius, Budapest, Wien, Prag, Berlin]
533 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 340 ; 37266 ; 520.0973480271689 ; 636.2754941465853 ; 924.8001117647237 ; 518.5626443854661 ; 1.0320119071505527 ; [Berlin, Vilnius, StPetersburg, Kasan, Jekaterinenburg, Nowgorod, Moskau, Mins, Kischinau, Sotschi, Samara, Saransk, Wolgograd, Rostow, Kiew, Riga, Kaliningrad, Warschau, Budapest, Wien, Prag, Berlin]
534 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 450 ; 35915 ; 513.1567514085475 ; 616.3367139155371 ; 940.6334523402493 ; 512.8047029573828 ; 1.0112283319456254 ; [Berlin, Kaliningrad, Riga, Kiew, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kischinau, Mins, Moskau, Nowgorod, Jekaterinenburg, Kasan, StPetersburg, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
535 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 560 ; 37458 ; 513.1567514085475 ; 615.0988526485294 ; 867.0257868216795 ; 512.8047029573828 ; 1.0 ; [Berlin, Kaliningrad, Riga, Kiew, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kischinau, Mins, Moskau, Nowgorod, Jekaterinenburg, Kasan, StPetersburg, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
536 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 670 ; 38783 ; 512.2535978083101 ; 629.1845861089776 ; 922.7404643826856 ; 512.2535978083101 ; 1.0010758443697234 ; [Berlin, Kaliningrad, Riga, Vilnius, Kiew, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kischinau, Mins, Moskau, Nowgorod, Kasan, Jekaterinenburg, StPetersburg, Warschau, Budapest, Wien, Prag, Berlin]
537 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 780 ; 40273 ; 512.2535978083101 ; 626.9731609148896 ; 937.9324538576674 ; 512.2535978083101 ; 1.0 ; [Berlin, Kaliningrad, Riga, Vilnius, Kiew, Rostow, Wolgograd, Saransk, Samara, Sotschi, Kischinau, Mins, Moskau, Nowgorod, Kasan, Jekaterinenburg, StPetersburg, Warschau, Budapest, Wien, Prag, Berlin]
538 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 890 ; 40426 ; 497.7195069731401 ; 602.0156800954303 ; 852.7796141176389 ; 497.7195069731401 ; 1.0292013687057566 ; [Berlin, Prag, Wien, Budapest, Warschau, Mins, Riga, StPetersburg, Samara, Jekaterinenburg, Kasan, Nowgorod, Moskau, Kischinau, Sotschi, Saransk, Wolgograd, Rostow, Kiew, Vilnius, Kaliningrad, Berlin]
539 ; 350 ; 10 ; 30.0 ; 100 ; true ; false ; 1000 ; 40540 ; 487.0934188955436 ; 628.5772539469212 ; 1024.9076160325385 ; 483.7601258243829 ; 1.0288559978459755 ; [Berlin, Wien, Riga, Vilnius, Kiew, Rostow, Wolgograd, Saransk, Sotschi, Kischinau, Nowgorod, Kasan, Jekaterinenburg, Samara, Moskau, StPetersburg, Mins, Warschau, Budapest, Prag, Kaliningrad, Berlin]
540 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 10 ; 188 ; 621.0876562328535 ; 1032.776881743375 ; 1371.1855318334106 ; 621.0876562328535 ; 1.6100786901246795 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
541 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 120 ; 1663 ; 621.0876562328535 ; 1029.6463219194798 ; 1359.9168557388343 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
542 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 230 ; 1803 ; 725.5122647885577 ; 1011.1514677852775 ; 1338.643628038053 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
543 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 340 ; 1633 ; 687.8001565505284 ; 983.1791985455235 ; 1304.879073486607 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
544 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 450 ; 1625 ; 687.8001565505284 ; 961.6071018692261 ; 1314.8375700155775 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
545 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 560 ; 1681 ; 680.0764741176064 ; 948.0980540954376 ; 1295.9515126759177 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
546 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 670 ; 1624 ; 680.9161008324173 ; 941.1520835494144 ; 1314.7726352226443 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
547 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 780 ; 1675 ; 680.7964405623649 ; 939.7289282619072 ; 1314.7726352226443 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
548 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 890 ; 1695 ; 661.428004834164 ; 922.1855843417745 ; 1279.474261695926 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
549 ; 675 ; 2 ; 1.0 ; 1 ; true ; false ; 1000 ; 1620 ; 661.428004834164 ; 915.7367428055259 ; 1273.3883125180523 ; 621.0876562328535 ; 1.0 ; [Berlin, Warschau, Budapest, Prag, Kischinau, Kaliningrad, Vilnius, Mins, Kiew, Rostow, Wien, Sotschi, Wolgograd, StPetersburg, Kasan, Samara, Nowgorod, Saransk, Moskau, Riga, Jekaterinenburg, Berlin]
550 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 10 ; 3551 ; 670.0356934485606 ; 820.2675315100846 ; 1150.2733605525539 ; 659.5624128639283 ; 1.516156743465468 ; [Berlin, Budapest, Kaliningrad, Wien, Vilnius, Sotschi, Rostow, Kasan, Jekaterinenburg, Moskau, Samara, Kischinau, Kiew, Wolgograd, Nowgorod, Saransk, StPetersburg, Mins, Warschau, Riga, Prag, Berlin]
551 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 120 ; 43314 ; 627.0886259107958 ; 718.8161855533641 ; 938.7399238539413 ; 608.0197729640677 ; 1.0847713219071689 ; [Berlin, Vilnius, Moskau, Saransk, Nowgorod, Samara, Jekaterinenburg, StPetersburg, Kaliningrad, Budapest, Kischinau, Kiew, Wolgograd, Kasan, Rostow, Sotschi, Mins, Warschau, Riga, Wien, Prag, Berlin]
552 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 230 ; 47612 ; 587.2869343937514 ; 686.1192139952061 ; 959.7659121112215 ; 587.2869343937514 ; 1.0353027410557303 ; [Berlin, Warschau, Vilnius, Mins, Moskau, Saransk, Nowgorod, Samara, Jekaterinenburg, StPetersburg, Kaliningrad, Budapest, Kischinau, Kiew, Wolgograd, Kasan, Rostow, Sotschi, Riga, Wien, Prag, Berlin]
553 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 340 ; 59649 ; 587.2869343937514 ; 680.7910343004708 ; 1014.0377451351935 ; 581.2988498569362 ; 1.0103012151809503 ; [Berlin, Riga, Sotschi, Rostow, Kasan, Wolgograd, Kiew, Kischinau, Budapest, Kaliningrad, StPetersburg, Jekaterinenburg, Samara, Nowgorod, Saransk, Moskau, Mins, Vilnius, Warschau, Wien, Prag, Berlin]
554 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 450 ; 40504 ; 564.8329499664902 ; 669.331492847436 ; 863.8735655130308 ; 564.8329499664902 ; 1.029151804779489 ; [Berlin, Sotschi, Rostow, Kasan, Wolgograd, Kiew, Kischinau, Riga, Kaliningrad, StPetersburg, Jekaterinenburg, Samara, Nowgorod, Saransk, Moskau, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
555 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 560 ; 40588 ; 531.9650150456615 ; 623.1840343481459 ; 941.24398315917 ; 517.8315656472346 ; 1.0907657768226409 ; [Berlin, Prag, Wien, Budapest, Warschau, Vilnius, Moskau, Kasan, Nowgorod, Samara, Jekaterinenburg, Wolgograd, Saransk, StPetersburg, Riga, Kischinau, Kiew, Rostow, Sotschi, Mins, Kaliningrad, Berlin]
556 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 670 ; 44652 ; 531.9650150456615 ; 616.5641072180886 ; 842.5966014673347 ; 509.7352023526558 ; 1.0158834690192289 ; [Berlin, Prag, Sotschi, Rostow, Kiew, Kischinau, Riga, Kaliningrad, StPetersburg, Saransk, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Moskau, Mins, Vilnius, Warschau, Budapest, Wien, Berlin]
557 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 780 ; 42520 ; 516.3860825938068 ; 611.4830868656722 ; 1046.6706975629093 ; 509.7352023526558 ; 1.0 ; [Berlin, Prag, Sotschi, Rostow, Kiew, Kischinau, Riga, Kaliningrad, StPetersburg, Saransk, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Moskau, Mins, Vilnius, Warschau, Budapest, Wien, Berlin]
558 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 890 ; 48259 ; 516.3860825938068 ; 602.7534676141178 ; 873.5793575872622 ; 509.6309500076534 ; 1.0002045643911557 ; [Berlin, Sotschi, Rostow, Kischinau, Kiew, StPetersburg, Saransk, Wolgograd, Jekaterinenburg, Samara, Nowgorod, Kasan, Moskau, Mins, Riga, Vilnius, Kaliningrad, Warschau, Budapest, Wien, Prag, Berlin]
559 ; 675 ; 2 ; 1.0 ; 51 ; true ; false ; 1000 ; 49557 ; 516.3860825938068 ; 611.0912685950944 ; 775.5035983957756 ; 509.6309500076534 ; 1.0 ; [Berlin, Sotschi, Rostow, Kischinau, Kiew, StPetersburg, Saransk, Wolgograd, Jekaterinenburg, Samara, Nowgorod, Kasan, Moskau, Mins, Riga, Vilnius, Kaliningrad, Warschau, Budapest, Wien, Prag, Berlin]
560 ; 675 ; 2 ; 1.0 ; 100 ; true ; false ; 10 ; 8597 ; 784.7910919019354 ; 879.2207508395041 ; 1033.3471401711317 ; 784.7910919019354 ; 1.2742244532573725 ; [Berlin, Kiew, Riga, Jekaterinenburg, Kasan, Nowgorod, Wolgograd, Saransk, Vilnius, Moskau, Wien, Warschau, Kaliningrad, Budapest, StPetersburg, Mins, Rostow, Samara, Sotschi, Kischinau, Prag, Berlin]
561 ; 675 ; 2 ; 1.0 ; 100 ; true ; false ; 120 ; 81027 ; 581.8286384332544 ; 671.8320401180085 ; 814.4905317291793 ; 581.8286384332544 ; 1.3488354475214859 ; [Berlin, Warschau, Kischinau, Mins, StPetersburg, Wolgograd, Saransk, Kasan, Jekaterinenburg, Samara, Kiew, Vilnius, Kaliningrad, Riga, Moskau, Rostow, Sotschi, Nowgorod, Budapest, Wien, Prag, Berlin]
562 ; 675 ; 2 ; 1.0 ; 100 ; true ; false ; 230 ; 102930 ; 576.0069923951464 ; 667.9158510615988 ; 959.6884730057805 ; 559.8153711494028 ; 1.0393223702283385 ; [Berlin, Warschau, Kischinau, Mins, Saransk, Wolgograd, Kasan, Jekaterinenburg, Samara, Nowgorod, Vilnius, Kaliningrad, Riga, Moskau, Rostow, Sotschi, Kiew, StPetersburg, Budapest, Wien, Prag, Berlin]
563 ; 675 ; 2 ; 1.0 ; 100 ; true ; false ; 340 ; 85057 ; 552.2945143081854 ; 651.6507035552303 ; 777.8976203176926 ; 549.3005572235346 ; 1.0191421868913002 ; [Berlin, Prag, Wien, Budapest, Sotschi, Rostow, Nowgorod, Vilnius, Kaliningrad, Riga, Kiew, Samara, Jekaterinenburg, Kasan, Saransk, Wolgograd, Moskau, StPetersburg, Mins, Kischinau, Warschau, Berlin]
