id ; popSize ; tournament ; mutation ; crossover ; preserveCommonLink ; swapMutation ; numOfCycles ; duration ; best ; av ; worst ; bestFitness ; bestResult
0984 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 450 ; 137031 ; 398.71456839652546 ; 531.5300593756144 ; 934.1320866827263 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0985 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 560 ; 137960 ; 398.71456839652546 ; 543.2602353747811 ; 1053.3064888853878 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0986 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 670 ; 136770 ; 398.71456839652546 ; 524.8314188921541 ; 873.0521220974903 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0987 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 780 ; 137536 ; 398.71456839652546 ; 518.0495367634476 ; 901.4141877836697 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0988 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 890 ; 137511 ; 398.71456839652546 ; 519.0728804244607 ; 794.8483583899929 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0989 ; 1000 ; 6 ; 30.0 ; 100 ; true ; false ; 1000 ; 137821 ; 398.71456839652546 ; 513.0997586276877 ; 850.2143559414403 ; 398.71456839652546 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Wien, Vilnius, Mins, StPetersburg, Moskau, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Kischinau, Budapest, Prag, Riga, Saransk, Berlin]
0990 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 10 ; 240 ; 655.6834077697939 ; 1030.2592326512272 ; 1390.9274117309646 ; 655.6834077697939 ; 1.5251262852621907 ; [Berlin, Kaliningrad, Kischinau, Sotschi, Wolgograd, Rostow, Vilnius, Wien, Prag, Riga, Saransk, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Budapest, Kiew, Mins, Warschau, StPetersburg, Berlin]
0991 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 120 ; 2660 ; 648.924507173687 ; 912.0365474868702 ; 1390.9274117309646 ; 648.924507173687 ; 1.0104155422108259 ; [Berlin, StPetersburg, Moskau, Nowgorod, Samara, Saransk, Jekaterinenburg, Mins, Kischinau, Rostow, Wolgograd, Kasan, Sotschi, Riga, Budapest, Warschau, Kiew, Vilnius, Kaliningrad, Wien, Prag, Berlin]
0992 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 230 ; 2941 ; 641.0334283608178 ; 827.3693064936862 ; 1390.9274117309646 ; 641.0334283608178 ; 1.012309933404015 ; [Berlin, Wien, Prag, StPetersburg, Moskau, Nowgorod, Samara, Saransk, Jekaterinenburg, Rostow, Wolgograd, Kasan, Sotschi, Riga, Budapest, Mins, Kischinau, Warschau, Kiew, Vilnius, Kaliningrad, Berlin]
0993 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 340 ; 2990 ; 626.9343323171788 ; 799.4775039252917 ; 1295.0238404393035 ; 626.9343323171788 ; 1.0224889518995204 ; [Berlin, Prag, Wien, Vilnius, Budapest, Riga, Saransk, Kasan, Wolgograd, Rostow, Kischinau, Mins, Sotschi, Kiew, Jekaterinenburg, Samara, Nowgorod, Moskau, StPetersburg, Kaliningrad, Warschau, Berlin]
0994 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 450 ; 2829 ; 571.9383232188912 ; 780.156225773762 ; 1336.0504021372926 ; 571.9383232188912 ; 1.0961572373551887 ; [Berlin, Vilnius, Riga, StPetersburg, Saransk, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Sotschi, Kiew, Mins, Warschau, Kaliningrad, Kischinau, Rostow, Wolgograd, Budapest, Wien, Prag, Berlin]
0995 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 560 ; 2730 ; 571.9383232188912 ; 758.4180101112375 ; 1295.0238404393035 ; 571.9383232188912 ; 1.0 ; [Berlin, Vilnius, Riga, StPetersburg, Saransk, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Sotschi, Kiew, Mins, Warschau, Kaliningrad, Kischinau, Rostow, Wolgograd, Budapest, Wien, Prag, Berlin]
0996 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 670 ; 3246 ; 569.8352612558616 ; 740.901017555724 ; 1200.187150875751 ; 569.8352612558616 ; 1.003690649045471 ; [Berlin, Budapest, Warschau, Kaliningrad, Jekaterinenburg, Moskau, Kiew, Mins, Kischinau, Sotschi, Saransk, Nowgorod, Kasan, Samara, Wolgograd, Rostow, StPetersburg, Riga, Vilnius, Wien, Prag, Berlin]
0997 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 780 ; 2741 ; 533.559498965133 ; 740.4705953064813 ; 1211.4333176044206 ; 533.559498965133 ; 1.0679882231711504 ; [Berlin, Vilnius, Riga, StPetersburg, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Mins, Warschau, Kaliningrad, Kischinau, Rostow, Wolgograd, Saransk, Sotschi, Budapest, Wien, Prag, Berlin]
0998 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 890 ; 2801 ; 533.559498965133 ; 743.8189278530969 ; 1224.028798059971 ; 533.559498965133 ; 1.0 ; [Berlin, Vilnius, Riga, StPetersburg, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Mins, Warschau, Kaliningrad, Kischinau, Rostow, Wolgograd, Saransk, Sotschi, Budapest, Wien, Prag, Berlin]
0999 ; 1000 ; 10 ; 1.0 ; 1 ; true ; false ; 1000 ; 2957 ; 533.559498965133 ; 717.5569027670073 ; 1211.644304710801 ; 533.559498965133 ; 1.0 ; [Berlin, Vilnius, Riga, StPetersburg, Moskau, Jekaterinenburg, Samara, Kasan, Nowgorod, Kiew, Mins, Warschau, Kaliningrad, Kischinau, Rostow, Wolgograd, Saransk, Sotschi, Budapest, Wien, Prag, Berlin]
01000 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 10 ; 6312 ; 663.6119356319141 ; 754.1627705834749 ; 1055.7002571954376 ; 656.0379869966458 ; 1.5243019761371117 ; [Berlin, Saransk, Nowgorod, Sotschi, Rostow, Wolgograd, Samara, Kaliningrad, Mins, Kasan, Jekaterinenburg, Moskau, Kischinau, Warschau, Kiew, Vilnius, Riga, Budapest, Wien, Prag, StPetersburg, Berlin]
01001 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 120 ; 71615 ; 534.6052053682299 ; 623.4922621384402 ; 789.525608359776 ; 534.6052053682299 ; 1.2271447797534527 ; [Berlin, Warschau, Kaliningrad, Riga, Mins, Vilnius, Kiew, Kischinau, Moskau, Jekaterinenburg, Kasan, Sotschi, Samara, Wolgograd, Rostow, Nowgorod, Saransk, StPetersburg, Budapest, Wien, Prag, Berlin]
01002 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 230 ; 70887 ; 519.5139527577322 ; 610.1897055852259 ; 892.3278479817699 ; 519.5139527577322 ; 1.0290487917223183 ; [Berlin, Warschau, StPetersburg, Riga, Mins, Vilnius, Kiew, Kischinau, Moskau, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Nowgorod, Saransk, Sotschi, Kaliningrad, Budapest, Wien, Prag, Berlin]
01003 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 340 ; 70927 ; 503.040424962279 ; 602.0367507309995 ; 963.093515145262 ; 503.040424962279 ; 1.0327479204016028 ; [Berlin, Kaliningrad, StPetersburg, Riga, Mins, Vilnius, Warschau, Kischinau, Moskau, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Nowgorod, Saransk, Sotschi, Kiew, Budapest, Wien, Prag, Berlin]
01004 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 450 ; 71243 ; 503.040424962279 ; 595.4862257286939 ; 857.2144687036076 ; 503.040424962279 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Riga, Mins, Vilnius, Warschau, Kischinau, Moskau, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Nowgorod, Saransk, Sotschi, Kiew, Budapest, Wien, Prag, Berlin]
01005 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 560 ; 71268 ; 488.3201905300441 ; 580.8859601037512 ; 887.8719628309885 ; 488.3201905300441 ; 1.0301446360762945 ; [Berlin, Prag, Wien, Budapest, Kiew, Sotschi, Saransk, Nowgorod, Rostow, Wolgograd, Samara, Kasan, Jekaterinenburg, Moskau, Kischinau, StPetersburg, Vilnius, Mins, Riga, Kaliningrad, Warschau, Berlin]
01006 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 670 ; 70851 ; 488.3201905300441 ; 581.025199271173 ; 872.5002619277756 ; 488.3201905300441 ; 1.0 ; [Berlin, Prag, Wien, Budapest, Kiew, Sotschi, Saransk, Nowgorod, Rostow, Wolgograd, Samara, Kasan, Jekaterinenburg, Moskau, Kischinau, StPetersburg, Vilnius, Mins, Riga, Kaliningrad, Warschau, Berlin]
01007 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 780 ; 70773 ; 488.3201905300441 ; 586.2394388410526 ; 920.1747841120501 ; 488.3201905300441 ; 1.0 ; [Berlin, Prag, Wien, Budapest, Kiew, Sotschi, Saransk, Nowgorod, Rostow, Wolgograd, Samara, Kasan, Jekaterinenburg, Moskau, Kischinau, StPetersburg, Vilnius, Mins, Riga, Kaliningrad, Warschau, Berlin]
01008 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 890 ; 69747 ; 447.5720271669687 ; 549.3748359494001 ; 1010.3467608557471 ; 447.5720271669687 ; 1.0910426945602525 ; [Berlin, Kaliningrad, Riga, Mins, Vilnius, StPetersburg, Moskau, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Nowgorod, Saransk, Sotschi, Kiew, Kischinau, Warschau, Budapest, Wien, Prag, Berlin]
01009 ; 1000 ; 10 ; 1.0 ; 51 ; true ; false ; 1000 ; 71112 ; 447.5720271669687 ; 546.8525975847277 ; 884.6829016392853 ; 447.5720271669687 ; 1.0 ; [Berlin, Kaliningrad, Riga, Mins, Vilnius, StPetersburg, Moskau, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Nowgorod, Saransk, Sotschi, Kiew, Kischinau, Warschau, Budapest, Wien, Prag, Berlin]
01010 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 10 ; 12545 ; 643.5749496668404 ; 732.0072807979966 ; 992.9696796119175 ; 643.5749496668404 ; 1.5538205775685803 ; [Berlin, Prag, Vilnius, Kaliningrad, Warschau, Wien, Mins, Kischinau, Sotschi, StPetersburg, Riga, Rostow, Nowgorod, Saransk, Moskau, Jekaterinenburg, Samara, Wolgograd, Kasan, Kiew, Budapest, Berlin]
01011 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 120 ; 136592 ; 616.5084045780194 ; 700.3104271031605 ; 839.7974912662326 ; 616.5084045780194 ; 1.0439029620485827 ; [Berlin, Prag, Wien, Kiew, Kischinau, StPetersburg, Riga, Rostow, Nowgorod, Saransk, Moskau, Jekaterinenburg, Samara, Wolgograd, Kasan, Sotschi, Budapest, Vilnius, Kaliningrad, Mins, Warschau, Berlin]
01012 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 230 ; 137194 ; 555.1289316877809 ; 637.3852251948135 ; 867.1823510703558 ; 555.1289316877809 ; 1.1105679588769117 ; [Berlin, Prag, Wien, Warschau, Riga, Moskau, Kiew, Kischinau, StPetersburg, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Kasan, Sotschi, Mins, Vilnius, Kaliningrad, Budapest, Berlin]
01013 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 340 ; 137589 ; 555.1289316877809 ; 642.3347653541271 ; 951.8937104259146 ; 555.1289316877809 ; 1.0 ; [Berlin, Prag, Wien, Warschau, Riga, Moskau, Kiew, Kischinau, StPetersburg, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Kasan, Sotschi, Mins, Vilnius, Kaliningrad, Budapest, Berlin]
01014 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 450 ; 139724 ; 523.7276244174801 ; 610.0297348029125 ; 914.3711269580994 ; 523.7276244174801 ; 1.0599573247739742 ; [Berlin, Wien, Prag, Budapest, Vilnius, Mins, Wolgograd, Samara, Jekaterinenburg, Saransk, Nowgorod, Rostow, Sotschi, Kischinau, Kiew, Moskau, Kasan, StPetersburg, Riga, Warschau, Kaliningrad, Berlin]
01015 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 560 ; 139734 ; 509.20691698073966 ; 593.8591332258869 ; 713.1674385569744 ; 509.20691698073966 ; 1.0285163200901486 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Moskau, Kiew, Kischinau, Sotschi, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Mins, Vilnius, Warschau, Budapest, Prag, Wien, Berlin]
01016 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 670 ; 139740 ; 509.20691698073966 ; 595.7328463328697 ; 934.229899523038 ; 509.20691698073966 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Moskau, Kiew, Kischinau, Sotschi, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Mins, Vilnius, Warschau, Budapest, Prag, Wien, Berlin]
01017 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 780 ; 139140 ; 500.4875166424643 ; 594.0258813753148 ; 709.0392752982538 ; 500.4875166424643 ; 1.0174218138281843 ; [Berlin, Warschau, Kaliningrad, Riga, StPetersburg, Kasan, Moskau, Kiew, Kischinau, Sotschi, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Mins, Vilnius, Budapest, Wien, Prag, Berlin]
01018 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 890 ; 138948 ; 500.4875166424643 ; 594.934319115597 ; 719.6362227619222 ; 500.4875166424643 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, StPetersburg, Kasan, Moskau, Kiew, Kischinau, Sotschi, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Mins, Vilnius, Budapest, Wien, Prag, Berlin]
01019 ; 1000 ; 10 ; 1.0 ; 100 ; true ; false ; 1000 ; 140540 ; 500.4875166424643 ; 592.0302563168622 ; 770.9964184643921 ; 500.4875166424643 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, StPetersburg, Kasan, Moskau, Kiew, Kischinau, Sotschi, Rostow, Nowgorod, Saransk, Jekaterinenburg, Samara, Wolgograd, Mins, Vilnius, Budapest, Wien, Prag, Berlin]
01020 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 10 ; 242 ; 719.0510498964661 ; 1035.6329711530045 ; 1392.6720325361148 ; 719.0510498964661 ; 1.3907218411599382 ; [Berlin, Mins, Warschau, Wien, Budapest, Kaliningrad, Kiew, StPetersburg, Jekaterinenburg, Wolgograd, Sotschi, Rostow, Samara, Nowgorod, Vilnius, Riga, Kasan, Kischinau, Prag, Moskau, Saransk, Berlin]
01021 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 120 ; 2896 ; 719.0510498964661 ; 1037.701255807535 ; 1392.6720325361148 ; 719.0510498964661 ; 1.0 ; [Berlin, Mins, Warschau, Wien, Budapest, Kaliningrad, Kiew, StPetersburg, Jekaterinenburg, Wolgograd, Sotschi, Rostow, Samara, Nowgorod, Vilnius, Riga, Kasan, Kischinau, Prag, Moskau, Saransk, Berlin]
01022 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 230 ; 2937 ; 683.3006135479907 ; 1038.6538256400695 ; 1435.6170123658421 ; 683.3006135479907 ; 1.0523202169581611 ; [Berlin, Prag, Kaliningrad, Riga, Wien, Mins, StPetersburg, Kischinau, Budapest, Moskau, Warschau, Vilnius, Kiew, Nowgorod, Kasan, Jekaterinenburg, Samara, Sotschi, Wolgograd, Saransk, Rostow, Berlin]
01023 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 340 ; 2771 ; 676.3234538672336 ; 1061.77915213418 ; 1396.9547353392109 ; 672.647281936823 ; 1.0158379166871714 ; [Berlin, Rostow, Sotschi, Kiew, Wolgograd, Samara, Saransk, Jekaterinenburg, Kasan, Nowgorod, Kaliningrad, Vilnius, Kischinau, Mins, Riga, Warschau, Wien, Prag, Moskau, StPetersburg, Budapest, Berlin]
01024 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 450 ; 3030 ; 673.5463570692189 ; 1053.0344450473299 ; 1396.5098494973286 ; 672.647281936823 ; 1.0 ; [Berlin, Rostow, Sotschi, Kiew, Wolgograd, Samara, Saransk, Jekaterinenburg, Kasan, Nowgorod, Kaliningrad, Vilnius, Kischinau, Mins, Riga, Warschau, Wien, Prag, Moskau, StPetersburg, Budapest, Berlin]
01025 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 560 ; 3114 ; 673.5463570692189 ; 1059.9137531315862 ; 1436.1693963399837 ; 672.647281936823 ; 1.0 ; [Berlin, Rostow, Sotschi, Kiew, Wolgograd, Samara, Saransk, Jekaterinenburg, Kasan, Nowgorod, Kaliningrad, Vilnius, Kischinau, Mins, Riga, Warschau, Wien, Prag, Moskau, StPetersburg, Budapest, Berlin]
01026 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 670 ; 2913 ; 672.7376784146212 ; 1055.0072050111578 ; 1436.1693963399837 ; 672.647281936823 ; 1.0 ; [Berlin, Rostow, Sotschi, Kiew, Wolgograd, Samara, Saransk, Jekaterinenburg, Kasan, Nowgorod, Kaliningrad, Vilnius, Kischinau, Mins, Riga, Warschau, Wien, Prag, Moskau, StPetersburg, Budapest, Berlin]
01027 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 780 ; 2979 ; 611.7140982132825 ; 1049.1429838767986 ; 1436.1693963399837 ; 608.924697094788 ; 1.1046477259767238 ; [Berlin, Warschau, Sotschi, Kischinau, Kiew, Mins, StPetersburg, Kaliningrad, Riga, Rostow, Vilnius, Wolgograd, Jekaterinenburg, Kasan, Samara, Saransk, Nowgorod, Moskau, Budapest, Wien, Prag, Berlin]
01028 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 890 ; 2937 ; 683.9904778083617 ; 1053.7591997476645 ; 1436.1693963399837 ; 608.924697094788 ; 1.0 ; [Berlin, Warschau, Sotschi, Kischinau, Kiew, Mins, StPetersburg, Kaliningrad, Riga, Rostow, Vilnius, Wolgograd, Jekaterinenburg, Kasan, Samara, Saransk, Nowgorod, Moskau, Budapest, Wien, Prag, Berlin]
01029 ; 1000 ; 10 ; 16.0 ; 1 ; true ; false ; 1000 ; 2946 ; 696.4479667410213 ; 1061.9342760058537 ; 1431.217721855196 ; 608.924697094788 ; 1.0 ; [Berlin, Warschau, Sotschi, Kischinau, Kiew, Mins, StPetersburg, Kaliningrad, Riga, Rostow, Vilnius, Wolgograd, Jekaterinenburg, Kasan, Samara, Saransk, Nowgorod, Moskau, Budapest, Wien, Prag, Berlin]
01030 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 10 ; 6423 ; 613.7564309171098 ; 730.8413624052513 ; 1053.5570306906786 ; 605.4303133203156 ; 1.651717758425038 ; [Berlin, Prag, Samara, Wien, Kaliningrad, Riga, StPetersburg, Warschau, Rostow, Wolgograd, Sotschi, Saransk, Kiew, Mins, Nowgorod, Kasan, Moskau, Kischinau, Vilnius, Budapest, Jekaterinenburg, Berlin]
01031 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 120 ; 71656 ; 468.25845417256033 ; 591.6620915791327 ; 932.7821550068262 ; 468.25845417256033 ; 1.2929404860188713 ; [Berlin, Kischinau, Sotschi, Rostow, Wolgograd, Samara, Jekaterinenburg, Saransk, Moskau, Nowgorod, Kasan, StPetersburg, Riga, Vilnius, Mins, Kiew, Kaliningrad, Warschau, Budapest, Wien, Prag, Berlin]
01032 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 230 ; 73012 ; 437.1484283356409 ; 558.6308699570309 ; 916.541881338568 ; 429.1171495121488 ; 1.0912135641861673 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Nowgorod, Moskau, Saransk, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
01033 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 340 ; 72035 ; 437.1484283356409 ; 559.6281239953294 ; 929.5333377457011 ; 429.1171495121488 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Nowgorod, Moskau, Saransk, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
01034 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 450 ; 72170 ; 437.1484283356409 ; 574.2022383942052 ; 992.4143873406906 ; 429.1171495121488 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Nowgorod, Moskau, Saransk, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
01035 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 560 ; 72575 ; 429.1171495121488 ; 561.3767196423087 ; 1046.7409275014415 ; 429.1171495121488 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Nowgorod, Moskau, Saransk, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
01036 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 670 ; 72606 ; 429.1171495121488 ; 570.6408831373649 ; 1017.6641122428829 ; 429.1171495121488 ; 1.0 ; [Berlin, Kaliningrad, Riga, StPetersburg, Kasan, Nowgorod, Moskau, Saransk, Jekaterinenburg, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Kiew, Mins, Vilnius, Warschau, Budapest, Wien, Prag, Berlin]
01037 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 780 ; 72890 ; 429.1171495121488 ; 554.8620856552742 ; 931.3744870387927 ; 417.90465179006173 ; 1.0268302773708289 ; [Berlin, Budapest, Wien, Prag, Kaliningrad, Riga, StPetersburg, Moskau, Nowgorod, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Vilnius, Warschau, Kiew, Saransk, Berlin]
01038 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 890 ; 72625 ; 429.1171495121488 ; 571.1357408726316 ; 993.3413526855301 ; 417.90465179006173 ; 1.0 ; [Berlin, Budapest, Wien, Prag, Kaliningrad, Riga, StPetersburg, Moskau, Nowgorod, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Vilnius, Warschau, Kiew, Saransk, Berlin]
01039 ; 1000 ; 10 ; 16.0 ; 51 ; true ; false ; 1000 ; 72340 ; 429.1171495121488 ; 563.2434003555796 ; 957.0693679605967 ; 417.90465179006173 ; 1.0 ; [Berlin, Budapest, Wien, Prag, Kaliningrad, Riga, StPetersburg, Moskau, Nowgorod, Jekaterinenburg, Kasan, Samara, Wolgograd, Rostow, Sotschi, Kischinau, Mins, Vilnius, Warschau, Kiew, Saransk, Berlin]
01040 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 10 ; 12980 ; 560.7461016636491 ; 687.1625811859269 ; 997.8338668451271 ; 560.7461016636491 ; 1.7833383005840804 ; [Berlin, Warschau, Riga, Kaliningrad, Vilnius, Kischinau, Kiew, StPetersburg, Saransk, Nowgorod, Wolgograd, Moskau, Mins, Rostow, Kasan, Samara, Jekaterinenburg, Sotschi, Budapest, Wien, Prag, Berlin]
01041 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 120 ; 142067 ; 431.280605323337 ; 534.7320899364008 ; 899.4883438131965 ; 431.280605323337 ; 1.3001885425458677 ; [Berlin, Warschau, Kaliningrad, Vilnius, Mins, Riga, StPetersburg, Moskau, Saransk, Nowgorod, Wolgograd, Kasan, Samara, Jekaterinenburg, Sotschi, Rostow, Kischinau, Kiew, Budapest, Wien, Prag, Berlin]
01042 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 230 ; 140130 ; 409.00706555669694 ; 511.059501531843 ; 717.5852226671137 ; 409.00706555669694 ; 1.0544575916709988 ; [Berlin, Warschau, Kaliningrad, Riga, Vilnius, Mins, StPetersburg, Moskau, Saransk, Nowgorod, Wolgograd, Kasan, Samara, Jekaterinenburg, Sotschi, Rostow, Kiew, Kischinau, Budapest, Wien, Prag, Berlin]
01043 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 340 ; 141552 ; 409.00706555669694 ; 510.17878778613687 ; 733.9961270658085 ; 409.00706555669694 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, Vilnius, Mins, StPetersburg, Moskau, Saransk, Nowgorod, Wolgograd, Kasan, Samara, Jekaterinenburg, Sotschi, Rostow, Kiew, Kischinau, Budapest, Wien, Prag, Berlin]
01044 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 450 ; 139430 ; 409.00706555669694 ; 518.5510624557575 ; 929.3859316110031 ; 409.00706555669694 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, Vilnius, Mins, StPetersburg, Moskau, Saransk, Nowgorod, Wolgograd, Kasan, Samara, Jekaterinenburg, Sotschi, Rostow, Kiew, Kischinau, Budapest, Wien, Prag, Berlin]
01045 ; 1000 ; 10 ; 16.0 ; 100 ; true ; false ; 560 ; 139100 ; 409.00706555669694 ; 514.8031183766017 ; 830.7650763793847 ; 409.00706555669694 ; 1.0 ; [Berlin, Warschau, Kaliningrad, Riga, Vilnius, Mins, StPetersburg, Moskau, Saransk, Nowgorod, Wolgograd, Kasan, Samara, Jekaterinenburg, Sotschi, Rostow, Kiew, Kischinau, Budapest, Wien, Prag, Berlin]
